,sample,test_size,alpha,actual_prop,pred_prop,abs_error,accuracy,quantifier,f-measure,best_threshold
3747,5,20,0.8,0.8,0.79,0.01,0.9,DyS,0.94,0.12
3748,5,20,0.8,0.8,0.0,0.8,0.2,SORD,0.22,0.99
3749,5,20,0.8,0.8,0.73,0.07,0.85,SMM,0.9,0.25
3750,6,20,0.8,0.8,0.7,0.1,0.9,CC,0.93,0.5
3751,6,20,0.8,0.8,0.79,0.01,0.9,ACC,0.97,0.19
3752,6,20,0.8,0.8,0.76,0.04,0.95,X,0.97,0.25
3753,6,20,0.8,0.8,0.76,0.04,0.95,MAX,0.97,0.25
3754,6,20,0.8,0.8,0.94,0.14,0.85,T50,0.94,0.01
3755,6,20,0.8,0.8,0.79,0.01,0.9,MS,0.97,0.19
3756,6,20,0.8,0.8,0.71,0.09,0.9,HDy,0.93,0.5
3757,6,20,0.8,0.8,0.74,0.06,0.95,DyS,0.97,0.25
3758,6,20,0.8,0.8,0.0,0.8,0.2,SORD,,0.99
3759,6,20,0.8,0.8,0.71,0.09,0.9,SMM,0.93,0.5
3760,7,20,0.8,0.8,0.85,0.05,0.85,CC,0.91,0.5
3761,7,20,0.8,0.8,0.99,0.19,0.8,ACC,0.89,0.03
3762,7,20,0.8,0.8,0.96,0.16,0.85,X,0.91,0.06
3763,7,20,0.8,0.8,0.96,0.16,0.85,MAX,0.91,0.06
3764,7,20,0.8,0.8,1.0,0.2,0.8,T50,0.89,0.03
3765,7,20,0.8,0.8,0.97,0.17,0.85,MS,0.91,0.06
3766,7,20,0.8,0.8,0.98,0.18,0.8,HDy,0.89,0.03
3767,7,20,0.8,0.8,0.98,0.18,0.8,DyS,0.89,0.03
3768,7,20,0.8,0.8,0.0,0.8,0.2,SORD,0.12,0.99
3769,7,20,0.8,0.8,0.86,0.06,0.85,SMM,0.91,0.5
3770,8,20,0.8,0.8,0.85,0.05,0.95,CC,0.97,0.5
3771,8,20,0.8,0.8,0.99,0.19,0.8,ACC,0.89,0.01
3772,8,20,0.8,0.8,0.96,0.16,0.85,X,0.89,0.01
3773,8,20,0.8,0.8,0.96,0.16,0.85,MAX,0.89,0.01
3774,8,20,0.8,0.8,0.62,0.18,0.85,T50,0.9,0.75
3775,8,20,0.8,0.8,0.89,0.09,0.9,MS,0.94,0.06
3776,8,20,0.8,0.8,0.93,0.13,0.85,HDy,0.89,0.01
3777,8,20,0.8,0.8,0.84,0.04,0.95,DyS,0.97,0.5
3778,8,20,0.8,0.8,0.0,0.8,0.2,SORD,0.22,0.99
3779,8,20,0.8,0.8,0.8,0.0,0.9,SMM,0.94,0.58
3780,9,20,0.8,0.8,0.7,0.1,0.8,CC,0.87,0.5
3781,9,20,0.8,0.8,0.79,0.01,0.9,ACC,0.94,0.25
3782,9,20,0.8,0.8,0.83,0.03,0.95,X,0.97,0.06
3783,9,20,0.8,0.8,0.83,0.03,0.95,MAX,0.97,0.06
3784,9,20,0.8,0.8,0.52,0.28,0.7,T50,0.77,0.83
3785,9,20,0.8,0.8,0.79,0.01,0.9,MS,0.94,0.25
3786,9,20,0.8,0.8,0.58,0.22,0.8,HDy,0.81,0.8
3787,9,20,0.8,0.8,0.68,0.12,0.8,DyS,0.87,0.5
3788,9,20,0.8,0.8,0.0,0.8,0.2,SORD,0.12,0.99
3789,9,20,0.8,0.8,0.7,0.1,0.8,SMM,0.87,0.5
3790,10,20,0.8,0.8,0.75,0.05,0.95,CC,0.97,0.5
3791,10,20,0.8,0.8,0.85,0.05,0.95,ACC,0.91,0.09
3792,10,20,0.8,0.8,0.83,0.03,0.95,X,0.91,0.09
3793,10,20,0.8,0.8,0.83,0.03,0.95,MAX,0.91,0.09
3794,10,20,0.8,0.8,0.94,0.14,0.85,T50,0.91,0.06
3795,10,20,0.8,0.8,0.85,0.05,0.95,MS,0.91,0.09
3796,10,20,0.8,0.8,0.98,0.18,0.8,HDy,0.89,0.03
3797,10,20,0.8,0.8,0.98,0.18,0.8,DyS,0.89,0.03
3798,10,20,0.8,0.8,0.0,0.8,0.2,SORD,0.12,0.99
3799,10,20,0.8,0.8,0.77,0.03,0.95,SMM,0.97,0.5
3800,1,20,0.85,0.85,0.7,0.15,0.85,CC,0.9,0.5
3801,1,20,0.85,0.85,0.79,0.06,0.85,ACC,0.91,0.12
3802,1,20,0.85,0.85,0.76,0.09,0.9,X,0.9,0.16
3803,1,20,0.85,0.85,0.76,0.09,0.9,MAX,0.9,0.16
3804,1,20,0.85,0.85,0.62,0.23,0.75,T50,0.83,0.75
3805,1,20,0.85,0.85,0.79,0.06,0.85,MS,0.91,0.12
3806,1,20,0.85,0.85,0.8,0.05,0.85,HDy,0.91,0.12
3807,1,20,0.85,0.85,0.84,0.01,0.8,DyS,0.88,0.06
3808,1,20,0.85,0.85,0.0,0.85,0.15,SORD,0.11,0.99
3809,1,20,0.85,0.85,0.71,0.14,0.85,SMM,0.9,0.5
3810,2,20,0.85,0.85,0.75,0.1,0.9,CC,0.94,0.5
3811,2,20,0.85,0.85,0.85,0.0,0.9,ACC,0.94,0.25
3812,2,20,0.85,0.85,0.83,0.02,0.9,X,0.94,0.25
3813,2,20,0.85,0.85,0.83,0.02,0.9,MAX,0.94,0.25
3814,2,20,0.85,0.85,0.62,0.23,0.8,T50,0.87,0.75
3815,2,20,0.85,0.85,0.85,0.0,0.9,MS,0.94,0.25
3816,2,20,0.85,0.85,0.76,0.09,0.9,HDy,0.94,0.5
3817,2,20,0.85,0.85,0.8,0.05,0.85,DyS,0.91,0.31
3818,2,20,0.85,0.85,0.0,0.85,0.15,SORD,,0.99
3819,2,20,0.85,0.85,0.75,0.1,0.9,SMM,0.94,0.5
3820,3,20,0.85,0.85,0.75,0.1,0.9,CC,0.94,0.5
3821,3,20,0.85,0.85,0.85,0.0,1.0,ACC,1.0,0.12
3822,3,20,0.85,0.85,0.89,0.04,0.95,X,0.94,0.03
3823,3,20,0.85,0.85,0.89,0.04,0.95,MAX,0.94,0.03
3824,3,20,0.85,0.85,0.94,0.09,0.9,T50,0.94,0.03
3825,3,20,0.85,0.85,0.87,0.02,1.0,MS,1.0,0.12
3826,3,20,0.85,0.85,0.91,0.06,0.95,HDy,0.94,0.03
3827,3,20,0.85,0.85,0.89,0.04,0.95,DyS,0.94,0.03
3828,3,20,0.85,0.85,0.0,0.85,0.15,SORD,,0.99
3829,3,20,0.85,0.85,0.78,0.07,0.95,SMM,0.97,0.25
3830,4,20,0.85,0.85,0.6,0.25,0.75,CC,0.83,0.5
3831,4,20,0.85,0.85,0.65,0.2,0.85,ACC,0.83,0.44
3832,4,20,0.85,0.85,0.83,0.02,0.9,X,0.94,0.24
3833,4,20,0.85,0.85,0.83,0.02,0.9,MAX,0.94,0.24
3834,4,20,0.85,0.85,0.94,0.09,0.8,T50,0.89,0.12
3835,4,20,0.85,0.85,0.72,0.13,0.85,MS,0.83,0.44
3836,4,20,0.85,0.85,0.98,0.13,0.85,HDy,0.92,0.06
3837,4,20,0.85,0.85,1.0,0.15,0.85,DyS,0.92,0.06
3838,4,20,0.85,0.85,0.0,0.85,0.15,SORD,,0.99
3839,4,20,0.85,0.85,0.71,0.14,0.85,SMM,0.83,0.44
3840,5,20,0.85,0.85,0.8,0.05,0.85,CC,0.91,0.5
3841,5,20,0.85,0.85,0.92,0.07,0.95,ACC,0.97,0.09
3842,5,20,0.85,0.85,0.96,0.11,0.9,X,0.94,0.06
3843,5,20,0.85,0.85,0.96,0.11,0.9,MAX,0.94,0.06
3844,5,20,0.85,0.85,0.62,0.23,0.8,T50,0.87,0.75
3845,5,20,0.85,0.85,0.87,0.02,0.9,MS,0.94,0.25
3846,5,20,0.85,0.85,0.94,0.09,0.9,HDy,0.94,0.06
3847,5,20,0.85,0.85,0.94,0.09,0.9,DyS,0.94,0.06
3848,5,20,0.85,0.85,0.0,0.85,0.15,SORD,,0.99
3849,5,20,0.85,0.85,0.74,0.11,0.9,SMM,0.94,0.53
3850,6,20,0.85,0.85,0.7,0.15,0.85,CC,0.9,0.5
3851,6,20,0.85,0.85,0.79,0.06,0.95,ACC,0.97,0.08
3852,6,20,0.85,0.85,0.76,0.09,0.9,X,0.94,0.25
3853,6,20,0.85,0.85,0.76,0.09,0.9,MAX,0.94,0.25
3854,6,20,0.85,0.85,0.52,0.33,0.65,T50,0.74,0.88
3855,6,20,0.85,0.85,0.77,0.08,0.9,MS,0.94,0.25
3856,6,20,0.85,0.85,0.68,0.17,0.85,HDy,0.9,0.5
3857,6,20,0.85,0.85,0.7,0.15,0.85,DyS,0.9,0.5
3858,6,20,0.85,0.85,0.0,0.85,0.15,SORD,0.21,0.99
3859,6,20,0.85,0.85,0.71,0.14,0.85,SMM,0.9,0.5
3860,7,20,0.85,0.85,0.75,0.1,0.9,CC,0.94,0.5
3861,7,20,0.85,0.85,0.85,0.0,0.9,ACC,0.94,0.1
3862,7,20,0.85,0.85,0.83,0.02,0.9,X,0.94,0.1
3863,7,20,0.85,0.85,0.83,0.02,0.9,MAX,0.94,0.1
3864,7,20,0.85,0.85,0.73,0.12,0.9,T50,0.94,0.5
3865,7,20,0.85,0.85,0.82,0.03,0.95,MS,0.97,0.25
3866,7,20,0.85,0.85,0.78,0.07,0.95,HDy,0.97,0.25
3867,7,20,0.85,0.85,0.8,0.05,0.95,DyS,0.97,0.25
3868,7,20,0.85,0.85,0.0,0.85,0.15,SORD,,0.99
3869,7,20,0.85,0.85,0.74,0.11,0.9,SMM,0.94,0.5
3870,8,20,0.85,0.85,0.85,0.0,1.0,CC,1.0,0.5
3871,8,20,0.85,0.85,0.99,0.14,0.85,ACC,0.92,0.0
3872,8,20,0.85,0.85,0.96,0.11,0.85,X,0.92,0.0
3873,8,20,0.85,0.85,0.96,0.11,0.85,MAX,0.92,0.0
3874,8,20,0.85,0.85,1.0,0.15,0.85,T50,0.92,0.0
3875,8,20,0.85,0.85,0.99,0.14,0.85,MS,0.92,0.0
3876,8,20,0.85,0.85,0.82,0.03,0.95,HDy,0.97,0.86
3877,8,20,0.85,0.85,0.83,0.02,1.0,DyS,1.0,0.5
3878,8,20,0.85,0.85,0.0,0.85,0.15,SORD,0.11,0.99
3879,8,20,0.85,0.85,0.88,0.03,0.95,SMM,0.97,0.06
3880,9,20,0.85,0.85,0.7,0.15,0.85,CC,0.9,0.5
3881,9,20,0.85,0.85,0.79,0.06,0.95,ACC,0.97,0.23
3882,9,20,0.85,0.85,0.76,0.09,0.9,X,0.94,0.25
3883,9,20,0.85,0.85,0.76,0.09,0.9,MAX,0.94,0.25
3884,9,20,0.85,0.85,0.52,0.33,0.65,T50,0.74,0.81
3885,9,20,0.85,0.85,0.78,0.07,0.95,MS,0.97,0.23
3886,9,20,0.85,0.85,0.86,0.01,1.0,HDy,1.0,0.12
3887,9,20,0.85,0.85,0.79,0.06,0.95,DyS,0.97,0.23
3888,9,20,0.85,0.85,0.0,0.85,0.15,SORD,,0.99
3889,9,20,0.85,0.85,0.7,0.15,0.85,SMM,0.9,0.5
3890,10,20,0.85,0.85,0.7,0.15,0.85,CC,0.9,0.5
3891,10,20,0.85,0.85,0.79,0.06,0.95,ACC,0.97,0.16
3892,10,20,0.85,0.85,0.76,0.09,0.9,X,0.94,0.25
3893,10,20,0.85,0.85,0.76,0.09,0.9,MAX,0.94,0.25
3894,10,20,0.85,0.85,1.0,0.15,0.85,T50,0.92,0.0
3895,10,20,0.85,0.85,0.8,0.05,0.95,MS,0.97,0.16
3896,10,20,0.85,0.85,0.78,0.07,0.95,HDy,0.97,0.16
3897,10,20,0.85,0.85,0.79,0.06,0.95,DyS,0.97,0.16
3898,10,20,0.85,0.85,0.0,0.85,0.15,SORD,0.21,0.99
3899,10,20,0.85,0.85,0.74,0.11,0.9,SMM,0.94,0.25
3900,1,20,0.9,0.9,0.8,0.1,0.8,CC,0.88,0.5
3901,1,20,0.9,0.9,0.92,0.02,0.9,ACC,0.94,0.12
3902,1,20,0.9,0.9,0.89,0.01,0.9,X,0.94,0.12
3903,1,20,0.9,0.9,0.89,0.01,0.9,MAX,0.94,0.12
3904,1,20,0.9,0.9,0.94,0.04,0.95,T50,0.97,0.03
3905,1,20,0.9,0.9,0.91,0.01,0.9,MS,0.94,0.12
3906,1,20,0.9,0.9,0.93,0.03,0.95,HDy,0.97,0.03
3907,1,20,0.9,0.9,0.89,0.01,0.9,DyS,0.94,0.12
3908,1,20,0.9,0.9,0.0,0.9,0.1,SORD,,0.99
3909,1,20,0.9,0.9,0.82,0.08,0.8,SMM,0.88,0.5
3910,2,20,0.9,0.9,0.65,0.25,0.75,CC,0.84,0.5
3911,2,20,0.9,0.9,0.72,0.18,0.8,ACC,0.88,0.25
3912,2,20,0.9,0.9,0.76,0.14,0.85,X,0.91,0.17
3913,2,20,0.9,0.9,0.76,0.14,0.85,MAX,0.91,0.17
3914,2,20,0.9,0.9,0.83,0.07,0.95,T50,0.97,0.12
3915,2,20,0.9,0.9,0.76,0.14,0.85,MS,0.91,0.17
3916,2,20,0.9,0.9,0.74,0.16,0.85,HDy,0.91,0.17
3917,2,20,0.9,0.9,0.75,0.15,0.85,DyS,0.91,0.17
3918,2,20,0.9,0.9,0.0,0.9,0.1,SORD,0.11,0.99
3919,2,20,0.9,0.9,0.7,0.2,0.8,SMM,0.88,0.25
3920,3,20,0.9,0.9,0.75,0.15,0.85,CC,0.91,0.5
3921,3,20,0.9,0.9,0.85,0.05,0.95,ACC,0.97,0.08
3922,3,20,0.9,0.9,0.83,0.07,0.95,X,0.97,0.08
3923,3,20,0.9,0.9,0.83,0.07,0.95,MAX,0.97,0.08
3924,3,20,0.9,0.9,0.62,0.28,0.7,T50,0.8,0.75
3925,3,20,0.9,0.9,0.81,0.09,0.9,MS,0.94,0.25
3926,3,20,0.9,0.9,0.81,0.09,0.9,HDy,0.94,0.25
3927,3,20,0.9,0.9,0.83,0.07,0.95,DyS,0.97,0.08
3928,3,20,0.9,0.9,0.0,0.9,0.1,SORD,0.29,0.99
3929,3,20,0.9,0.9,0.73,0.17,0.85,SMM,0.91,0.5
3930,4,20,0.9,0.9,0.85,0.05,0.95,CC,0.97,0.5
3931,4,20,0.9,0.9,0.99,0.09,0.9,ACC,0.95,0.03
3932,4,20,0.9,0.9,0.96,0.06,0.95,X,0.97,0.05
3933,4,20,0.9,0.9,0.96,0.06,0.95,MAX,0.97,0.05
3934,4,20,0.9,0.9,0.94,0.04,0.95,T50,0.97,0.05
3935,4,20,0.9,0.9,0.99,0.09,0.9,MS,0.95,0.03
3936,4,20,0.9,0.9,0.99,0.09,0.9,HDy,0.95,0.03
3937,4,20,0.9,0.9,0.99,0.09,0.9,DyS,0.95,0.03
3938,4,20,0.9,0.9,0.0,0.9,0.1,SORD,0.11,0.99
3939,4,20,0.9,0.9,0.86,0.04,0.95,SMM,0.97,0.5
3940,5,20,0.9,0.9,0.7,0.2,0.8,CC,0.88,0.5
3941,5,20,0.9,0.9,0.79,0.11,0.9,ACC,0.94,0.16
3942,5,20,0.9,0.9,0.76,0.14,0.85,X,0.91,0.25
3943,5,20,0.9,0.9,0.76,0.14,0.85,MAX,0.91,0.25
3944,5,20,0.9,0.9,0.94,0.04,0.95,T50,0.97,0.03
3945,5,20,0.9,0.9,0.8,0.1,0.9,MS,0.94,0.16
3946,5,20,0.9,0.9,0.87,0.03,0.95,HDy,1.0,0.12
3947,5,20,0.9,0.9,0.86,0.04,0.95,DyS,1.0,0.12
3948,5,20,0.9,0.9,0.0,0.9,0.1,SORD,,0.99
3949,5,20,0.9,0.9,0.74,0.16,0.85,SMM,0.91,0.25
3950,6,20,0.9,0.9,0.7,0.2,0.8,CC,0.88,0.5
3951,6,20,0.9,0.9,0.79,0.11,0.8,ACC,0.88,0.38
3952,6,20,0.9,0.9,0.83,0.07,0.85,X,0.91,0.25
3953,6,20,0.9,0.9,0.83,0.07,0.85,MAX,0.91,0.25
3954,6,20,0.9,0.9,0.73,0.17,0.85,T50,0.91,0.41
3955,6,20,0.9,0.9,0.81,0.09,0.8,MS,0.88,0.38
3956,6,20,0.9,0.9,0.99,0.09,0.9,HDy,0.95,0.12
3957,6,20,0.9,0.9,1.0,0.1,0.9,DyS,0.95,0.12
3958,6,20,0.9,0.9,0.0,0.9,0.1,SORD,,1.0
3959,6,20,0.9,0.9,0.76,0.14,0.85,SMM,0.91,0.41
3960,7,20,0.9,0.9,0.85,0.05,0.85,CC,0.91,0.5
3961,7,20,0.9,0.9,0.99,0.09,0.9,ACC,0.97,0.01
3962,7,20,0.9,0.9,0.96,0.06,0.95,X,0.97,0.03
3963,7,20,0.9,0.9,0.96,0.06,0.95,MAX,0.97,0.03
3964,7,20,0.9,0.9,0.62,0.28,0.7,T50,0.8,0.75
3965,7,20,0.9,0.9,0.88,0.02,0.9,MS,0.94,0.25
3966,7,20,0.9,0.9,0.8,0.1,0.8,HDy,0.88,0.53
3967,7,20,0.9,0.9,0.82,0.08,0.85,DyS,0.91,0.5
3968,7,20,0.9,0.9,0.0,0.9,0.1,SORD,,0.99
3969,7,20,0.9,0.9,0.78,0.12,0.8,SMM,0.88,0.53
3970,8,20,0.9,0.9,0.8,0.1,0.9,CC,0.94,0.5
3971,8,20,0.9,0.9,0.92,0.02,1.0,ACC,1.0,0.12
3972,8,20,0.9,0.9,0.89,0.01,1.0,X,1.0,0.12
3973,8,20,0.9,0.9,0.89,0.01,1.0,MAX,1.0,0.12
3974,8,20,0.9,0.9,1.0,0.1,0.9,T50,0.97,0.01
3975,8,20,0.9,0.9,0.92,0.02,1.0,MS,1.0,0.12
3976,8,20,0.9,0.9,0.85,0.05,0.95,HDy,0.97,0.16
3977,8,20,0.9,0.9,0.87,0.03,0.95,DyS,0.97,0.16
3978,8,20,0.9,0.9,0.0,0.9,0.1,SORD,0.11,0.99
3979,8,20,0.9,0.9,0.82,0.08,0.9,SMM,0.94,0.5
3980,9,20,0.9,0.9,0.9,0.0,0.9,CC,0.94,0.5
3981,9,20,0.9,0.9,1.0,0.1,0.9,ACC,0.95,0.0
3982,9,20,0.9,0.9,1.0,0.1,0.9,X,0.95,0.0
3983,9,20,0.9,0.9,1.0,0.1,0.9,MAX,0.95,0.0
3984,9,20,0.9,0.9,1.0,0.1,0.9,T50,0.95,0.0
3985,9,20,0.9,0.9,1.0,0.1,0.9,MS,0.95,0.0
3986,9,20,0.9,0.9,0.91,0.01,0.9,HDy,0.94,0.5
3987,9,20,0.9,0.9,0.93,0.03,0.95,DyS,0.97,0.12
3988,9,20,0.9,0.9,0.0,0.9,0.1,SORD,0.11,0.99
3989,9,20,0.9,0.9,0.94,0.04,0.95,SMM,0.97,0.12
3990,10,20,0.9,0.9,0.7,0.2,0.8,CC,0.88,0.5
3991,10,20,0.9,0.9,0.79,0.11,0.9,ACC,0.94,0.38
3992,10,20,0.9,0.9,0.89,0.01,1.0,X,1.0,0.25
3993,10,20,0.9,0.9,0.89,0.01,1.0,MAX,1.0,0.25
3994,10,20,0.9,0.9,0.73,0.17,0.85,T50,0.91,0.47
3995,10,20,0.9,0.9,0.85,0.05,0.95,MS,0.97,0.28
3996,10,20,0.9,0.9,0.94,0.04,0.95,HDy,0.97,0.03
3997,10,20,0.9,0.9,0.91,0.01,1.0,DyS,1.0,0.25
3998,10,20,0.9,0.9,0.0,0.9,0.1,SORD,,0.99
3999,10,20,0.9,0.9,0.75,0.15,0.85,SMM,0.91,0.47
4000,1,20,0.95,0.95,0.85,0.1,0.9,CC,0.94,0.5
4001,1,20,0.95,0.95,0.99,0.04,0.95,ACC,0.97,0.03
4002,1,20,0.95,0.95,1.0,0.05,0.95,X,0.97,0.03
4003,1,20,0.95,0.95,1.0,0.05,0.95,MAX,0.97,0.03
4004,1,20,0.95,0.95,1.0,0.05,0.95,T50,0.97,0.03
4005,1,20,0.95,0.95,0.99,0.04,0.95,MS,0.97,0.03
4006,1,20,0.95,0.95,0.99,0.04,0.95,HDy,0.97,0.03
4007,1,20,0.95,0.95,1.0,0.05,0.95,DyS,0.97,0.03
4008,1,20,0.95,0.95,0.0,0.95,0.05,SORD,0.35,0.99
4009,1,20,0.95,0.95,0.88,0.07,0.95,SMM,0.97,0.44
4010,2,20,0.95,0.95,0.75,0.2,0.8,CC,0.88,0.5
4011,2,20,0.95,0.95,0.85,0.1,0.9,ACC,0.94,0.25
4012,2,20,0.95,0.95,0.89,0.06,0.95,X,0.97,0.12
4013,2,20,0.95,0.95,0.89,0.06,0.95,MAX,0.97,0.12
4014,2,20,0.95,0.95,0.94,0.01,1.0,T50,1.0,0.03
4015,2,20,0.95,0.95,0.91,0.04,0.95,MS,0.97,0.12
4016,2,20,0.95,0.95,0.86,0.09,0.9,HDy,0.94,0.25
4017,2,20,0.95,0.95,0.88,0.07,0.95,DyS,0.97,0.12
4018,2,20,0.95,0.95,0.0,0.95,0.05,SORD,0.1,0.99
4019,2,20,0.95,0.95,0.81,0.14,0.85,SMM,0.91,0.44
4020,3,20,0.95,0.95,0.8,0.15,0.85,CC,0.91,0.5
4021,3,20,0.95,0.95,0.92,0.03,0.95,ACC,0.97,0.38
4022,3,20,0.95,0.95,0.96,0.01,1.0,X,1.0,0.25
4023,3,20,0.95,0.95,0.96,0.01,1.0,MAX,1.0,0.25
4024,3,20,0.95,0.95,0.94,0.01,1.0,T50,1.0,0.25
4025,3,20,0.95,0.95,0.95,0.0,1.0,MS,1.0,0.25
4026,3,20,0.95,0.95,0.99,0.04,0.95,HDy,0.97,0.06
4027,3,20,0.95,0.95,1.0,0.05,0.95,DyS,0.97,0.06
4028,3,20,0.95,0.95,0.0,0.95,0.05,SORD,,1.0
4029,3,20,0.95,0.95,0.84,0.11,0.9,SMM,0.94,0.44
4030,4,20,0.95,0.95,0.95,0.0,1.0,CC,1.0,0.5
4031,4,20,0.95,0.95,1.0,0.05,0.95,ACC,1.0,0.01
4032,4,20,0.95,0.95,1.0,0.05,0.95,X,1.0,0.01
4033,4,20,0.95,0.95,1.0,0.05,0.95,MAX,1.0,0.01
4034,4,20,0.95,0.95,1.0,0.05,0.95,T50,1.0,0.01
4035,4,20,0.95,0.95,1.0,0.05,0.95,MS,1.0,0.01
4036,4,20,0.95,0.95,0.97,0.02,1.0,HDy,1.0,0.5
4037,4,20,0.95,0.95,0.93,0.02,1.0,DyS,1.0,0.5
4038,4,20,0.95,0.95,0.0,0.95,0.05,SORD,0.1,0.99
4039,4,20,0.95,0.95,0.9,0.05,0.95,SMM,0.97,0.53
4040,5,20,0.95,0.95,0.8,0.15,0.85,CC,0.91,0.5
4041,5,20,0.95,0.95,0.92,0.03,0.95,ACC,0.97,0.25
4042,5,20,0.95,0.95,0.96,0.01,0.9,X,0.95,0.12
4043,5,20,0.95,0.95,0.96,0.01,0.9,MAX,0.95,0.12
4044,5,20,0.95,0.95,1.0,0.05,0.95,T50,0.97,0.0
4045,5,20,0.95,0.95,0.99,0.04,0.95,MS,0.97,0.0
4046,5,20,0.95,0.95,0.88,0.07,0.95,HDy,0.97,0.25
4047,5,20,0.95,0.95,0.91,0.04,0.95,DyS,0.97,0.25
4048,5,20,0.95,0.95,0.0,0.95,0.05,SORD,,1.0
4049,5,20,0.95,0.95,0.88,0.07,0.95,SMM,0.97,0.25
4050,6,20,0.95,0.95,0.95,0.0,1.0,CC,1.0,0.5
4051,6,20,0.95,0.95,1.0,0.05,0.95,ACC,1.0,0.01
4052,6,20,0.95,0.95,1.0,0.05,0.95,X,1.0,0.01
4053,6,20,0.95,0.95,1.0,0.05,0.95,MAX,1.0,0.01
4054,6,20,0.95,0.95,1.0,0.05,0.95,T50,1.0,0.01
4055,6,20,0.95,0.95,1.0,0.05,0.95,MS,1.0,0.01
4056,6,20,0.95,0.95,0.98,0.03,0.95,HDy,1.0,0.01
4057,6,20,0.95,0.95,0.93,0.02,1.0,DyS,1.0,0.5
4058,6,20,0.95,0.95,0.0,0.95,0.05,SORD,0.27,0.99
4059,6,20,0.95,0.95,0.97,0.02,1.0,SMM,1.0,0.5
4060,7,20,0.95,0.95,0.8,0.15,0.85,CC,0.91,0.5
4061,7,20,0.95,0.95,0.92,0.03,0.95,ACC,0.97,0.19
4062,7,20,0.95,0.95,0.96,0.01,1.0,X,1.0,0.12
4063,7,20,0.95,0.95,0.96,0.01,1.0,MAX,1.0,0.12
4064,7,20,0.95,0.95,1.0,0.05,0.95,T50,0.97,0.03
4065,7,20,0.95,0.95,0.95,0.0,1.0,MS,1.0,0.12
4066,7,20,0.95,0.95,0.99,0.04,0.95,HDy,0.97,0.03
4067,7,20,0.95,0.95,0.99,0.04,0.95,DyS,0.97,0.03
4068,7,20,0.95,0.95,0.0,0.95,0.05,SORD,0.1,0.99
4069,7,20,0.95,0.95,0.84,0.11,0.9,SMM,0.94,0.25
4070,8,20,0.95,0.95,0.9,0.05,0.95,CC,0.97,0.5
4071,8,20,0.95,0.95,1.0,0.05,0.95,ACC,0.97,0.02
4072,8,20,0.95,0.95,1.0,0.05,0.95,X,0.97,0.02
4073,8,20,0.95,0.95,1.0,0.05,0.95,MAX,0.97,0.02
4074,8,20,0.95,0.95,0.83,0.12,0.9,T50,0.97,0.66
4075,8,20,0.95,0.95,1.0,0.05,0.95,MS,0.97,0.02
4076,8,20,0.95,0.95,0.97,0.02,1.0,HDy,1.0,0.12
4077,8,20,0.95,0.95,0.97,0.02,1.0,DyS,1.0,0.12
4078,8,20,0.95,0.95,0.0,0.95,0.05,SORD,,0.99
4079,8,20,0.95,0.95,0.9,0.05,0.95,SMM,0.97,0.5
4080,9,20,0.95,0.95,0.7,0.25,0.75,CC,0.85,0.5
4081,9,20,0.95,0.95,0.79,0.16,0.85,ACC,0.91,0.28
4082,9,20,0.95,0.95,0.83,0.12,0.9,X,0.94,0.25
4083,9,20,0.95,0.95,0.83,0.12,0.9,MAX,0.94,0.25
4084,9,20,0.95,0.95,0.73,0.22,0.8,T50,0.88,0.38
4085,9,20,0.95,0.95,0.8,0.15,0.85,MS,0.91,0.28
4086,9,20,0.95,0.95,0.85,0.1,0.9,HDy,0.94,0.25
4087,9,20,0.95,0.95,0.87,0.08,0.9,DyS,0.94,0.25
4088,9,20,0.95,0.95,0.0,0.95,0.05,SORD,,0.99
4089,9,20,0.95,0.95,0.73,0.22,0.8,SMM,0.88,0.38
4090,10,20,0.95,0.95,0.9,0.05,0.95,CC,0.97,0.5
4091,10,20,0.95,0.95,1.0,0.05,0.95,ACC,0.97,0.06
4092,10,20,0.95,0.95,1.0,0.05,0.95,X,0.97,0.06
4093,10,20,0.95,0.95,1.0,0.05,0.95,MAX,0.97,0.06
4094,10,20,0.95,0.95,0.94,0.01,1.0,T50,1.0,0.25
4095,10,20,0.95,0.95,1.0,0.05,0.95,MS,0.97,0.06
4096,10,20,0.95,0.95,1.0,0.05,0.95,HDy,0.97,0.06
4097,10,20,0.95,0.95,1.0,0.05,0.95,DyS,0.97,0.06
4098,10,20,0.95,0.95,0.0,0.95,0.05,SORD,0.1,0.99
4099,10,20,0.95,0.95,0.92,0.03,0.95,SMM,0.97,0.5
4100,1,20,1.0,1.0,0.9,0.1,0.9,CC,0.95,0.5
4101,1,20,1.0,1.0,1.0,0.0,1.0,ACC,1.0,0.06
4102,1,20,1.0,1.0,1.0,0.0,1.0,X,1.0,0.06
4103,1,20,1.0,1.0,1.0,0.0,1.0,MAX,1.0,0.06
4104,1,20,1.0,1.0,0.94,0.06,0.95,T50,0.97,0.25
4105,1,20,1.0,1.0,1.0,0.0,1.0,MS,1.0,0.06
4106,1,20,1.0,1.0,1.0,0.0,1.0,HDy,1.0,0.06
4107,1,20,1.0,1.0,1.0,0.0,1.0,DyS,1.0,0.06
4108,1,20,1.0,1.0,0.0,1.0,0.0,SORD,0.18,0.99
4109,1,20,1.0,1.0,0.93,0.07,0.95,SMM,0.97,0.25
