score,class
0.011210967,0
0.013826599,0
0.015055042,0
0.008411574,0
0.07799326,0
0.0043476485,0
0.0021682826,0
0.007016512,0
0.00907164,0
0.005659966,0
0.0042370963,0
0.016393952,0
0.30057678,0
0.09292038,0
0.003641659,0
0.02874793,0
0.0054895952,0
0.040734883,0
0.0030269993,0
0.0072521567,0
0.0025788466,0
0.03421886,0
0.14125212,0
0.0024286907,0
0.024782192,0
0.12016903,0
0.010378571,0
0.0063642245,0
0.0065089064,0
0.12817428,0
0.112927444,0
0.5921758,0
0.025743783,0
0.00451301,0
0.009243115,0
0.007989699,0
0.22588442,0
0.0042983363,0
0.01939726,0
0.028472196,0
0.0021596388,0
0.016519215,0
0.010444142,0
0.005167557,0
0.014453746,0
0.007036924,0
0.31045282,0
0.012822216,0
0.103672475,0
0.0024029978,0
0.005320071,0
0.106072426,0
0.008565462,0
0.0080414545,0
0.01831984,0
0.017486468,0
0.07744632,0
0.017352829,0
0.0031313568,0
0.0067288144,0
0.016264103,0
0.010390359,0
0.04472756,0
0.0037675293,0
0.016425423,0
0.3937427,0
0.025736807,0
0.008579545,0
0.04290649,0
0.0044460665,0
0.0047372817,0
0.046293728,0
0.035573,0
0.004749562,0
0.09066038,0
0.042369932,0
0.07745952,0
0.010447305,0
0.004474292,0
0.09017591,0
0.27998272,0
0.0031795579,0
0.05308655,0
0.009594285,0
0.0063768746,0
0.007039805,0
0.1748867,0
0.011974065,0
0.011456,0
0.04859334,0
0.16399285,0
0.013916652,0
0.051076163,0
0.012455404,0
0.0023580736,0
0.03728716,0
0.008571077,0
0.0033648943,0
0.02544956,0
0.018053714,0
0.01570877,0
0.10131477,0
0.00416613,0
0.039188832,0
0.0646798,0
0.033378948,0
0.015298388,0
0.014659459,0
0.008839317,0
0.0071882787,0
0.10154596,0
0.0044099805,0
0.0059803883,0
0.027866295,0
0.04381959,0
0.02339081,0
0.1744464,0
0.05583846,0
0.0035791516,0
0.022719707,0
0.049439743,0
0.0032633836,0
0.0035319524,0
0.010485783,0
0.0077632447,0
0.074467845,0
0.103226736,0
0.11354651,0
0.0036219019,0
0.027770985,0
0.0034857723,0
0.0885046,0
0.0021170247,0
0.0053641023,0
0.004119558,0
0.009994692,0
0.8066006,0
0.0029060778,0
0.27053678,0
0.10373696,0
0.0057748077,0
0.004156003,0
0.05189533,0
0.004288522,0
0.11916049,0
0.14570989,0
0.0051646205,0
0.051608484,0
0.015906176,0
0.016242059,0
0.00942708,0
0.026880762,0
0.048066825,0
0.0035747394,0
0.13834147,0
0.013361706,0
0.013209676,0
0.0171372,0
0.01729993,0
0.04368968,0
0.010014056,0
0.054938406,0
0.0064456225,0
0.014290136,0
0.0048765983,0
0.14087991,0
0.0035396747,0
0.0111048715,0
0.012156063,0
0.05912638,0
0.014422838,0
0.0026691183,0
0.010095572,0
0.006616126,0
0.15259251,0
0.022443732,0
0.0021412994,0
0.0058213067,0
0.008473102,0
0.8803555,0
0.04871026,0
0.01356324,0
0.0022019395,0
0.06869453,0
0.009929472,0
0.36210898,0
0.025648987,0
0.007532019,0
0.0083844615,0
0.017399697,0
0.024105843,0
0.0055718874,0
0.0072624628,0
0.2575925,0
0.0052527785,0
0.021992981,0
0.015743367,0
0.027770462,0
0.006886841,0
0.008295934,0
0.011146926,0
0.0073708557,0
0.034491207,0
0.005192615,0
0.014302997,0
0.0035791218,0
0.4095974,0
0.0123441005,0
0.004838219,0
0.0045776283,0
0.010923935,0
0.058405794,0
0.015018464,0
0.23767203,0
0.08349602,0
0.0019423045,0
0.017275767,0
0.011059409,0
0.0057467027,0
0.07459857,0
0.008594231,0
0.009786136,0
0.012727713,0
0.19285402,0
0.008754046,0
0.002365976,0
0.0065348255,0
0.0119411405,0
0.0074295397,0
0.0025819822,0
0.053343367,0
0.006735535,0
0.0028955697,0
0.10508917,0
0.013907981,0
0.16223292,0
0.0076071867,0
0.016612368,0
0.0071672453,0
0.0089956075,0
0.057654034,0
0.01943776,0
0.016275298,0
0.0036921625,0
0.11488521,0
0.097209044,0
0.024450747,0
0.0037033618,0
0.00795322,0
0.0040817033,0
0.0073191677,0
0.11025359,0
0.021885945,0
0.036273595,0
0.0057862825,0
0.0068086046,0
0.23813462,0
0.016356593,0
0.00644377,0
0.002196498,0
0.18199213,0
0.7843849,0
0.006779852,0
0.05578815,0
0.21586914,0
0.07588755,0
0.0021688365,0
0.038548112,0
0.0064173993,0
0.081130914,0
0.0046495185,0
0.02181811,0
0.034026824,0
0.0092742955,0
0.006680602,0
0.017316107,0
0.0029442415,0
0.005008636,0
0.0038296722,0
0.030497773,0
0.0076207337,0
0.061209403,0
0.008240428,0
0.01240402,0
0.057582445,0
0.0049942974,0
0.035460625,0
0.42921957,0
0.002041848,0
0.012003277,0
0.039927166,0
0.13786182,0
0.005665596,0
0.008359024,0
0.19452909,0
0.008145863,0
0.0064497683,0
0.0914149,0
0.2602718,0
0.72739553,0
0.0047247238,0
0.05143727,0
0.010866402,0
0.0059070694,0
0.0025516283,0
0.0030301884,0
0.0039059375,0
0.0028825887,0
0.028612748,0
0.08847079,0
0.0069932532,0
0.040525075,0
0.010997997,0
0.007002813,0
0.0020747553,0
0.0019508005,0
0.030279303,0
0.019026434,0
0.017991135,0
0.007116252,0
0.004368874,0
0.004622535,0
0.06790848,0
0.054648783,0
0.07840797,0
0.047575112,0
0.008076599,0
0.39540577,0
0.0062517645,0
0.06562869,0
0.016618822,0
0.014006889,0
0.010200348,0
0.011538862,0
0.08609219,0
0.0075296178,0
0.008594231,0
0.004642196,0
0.01705296,0
0.06281169,0
0.11359442,0
0.0038076667,0
0.009761388,0
0.0030468665,0
0.0034130148,0
0.0034575998,0
0.054347407,0
0.009537365,0
0.09620702,0
0.023802653,0
0.004535839,0
0.0716851,0
0.004082922,0
0.21302499,0
0.02289267,0
0.081473246,0
0.0060891164,0
0.12927684,0
0.014365834,0
0.008218898,0
0.005242241,0
0.0035444458,0
0.088307016,0
0.029025977,0
0.005590693,0
0.008769538,0
0.005412667,0
0.02245315,0
0.007275028,0
0.013414282,0
0.02468517,0
0.00972547,0
0.004776098,0
0.004135546,0
0.007543937,0
0.028344166,0
0.1001612,0
0.13587841,0
0.00903219,0
0.25831285,0
0.041499086,0
0.036847882,0
0.04300807,0
0.011045107,0
0.48090374,0
0.0069448836,0
0.0068266825,0
0.01374465,0
0.023228766,0
0.039927166,0
0.0043830234,0
0.007388933,0
0.0029727423,0
0.040344495,0
0.02785001,0
0.0077403164,0
0.0030269176,0
0.11406008,0
0.036607575,0
0.0028324688,0
0.011749184,0
0.060585,0
0.116267756,0
0.022065338,0
0.011121255,0
0.13877039,0
0.009947386,0
0.0043340577,0
0.017971657,0
0.006969402,0
0.024753291,0
0.0020330823,0
0.012944127,0
0.018994603,0
0.08580029,0
0.0037345716,0
0.010789173,0
0.037119802,0
0.0024246247,0
0.0033022228,0
0.022519335,0
0.0151012745,0
0.0103353355,0
0.003305137,0
0.0027432018,0
0.0057661883,0
0.054396387,0
0.013361706,0
0.19049907,0
0.003186178,0
0.03481532,0
0.0074240486,0
0.006135308,0
0.0064161937,0
0.007305822,0
0.00667626,0
0.39295882,0
0.029331662,0
0.0029811927,0
0.0070165764,0
0.025700862,0
0.07095542,0
0.012083485,0
0.0025309552,0
0.0038053312,0
0.002801905,0
0.013390233,0
0.002664002,0
0.010843128,0
0.01124117,0
0.013286365,0
0.007382338,0
0.013692896,0
0.0025445132,0
0.014732031,0
0.028941415,0
0.041949775,0
0.009322556,0
0.015043394,0
0.07613235,0
0.04126895,0
0.00480485,0
0.0217412,0
0.006258136,0
0.029440638,0
0.007036558,0
0.008123542,0
0.98389906,0
0.005540241,0
0.008060742,0
0.003489464,0
0.50798833,0
0.010337698,0
0.0030448486,0
0.00579976,0
0.04466018,0
0.005336229,0
0.01635339,0
0.0044655344,0
0.82424676,0
0.0024062186,0
0.021901585,0
0.0043928637,0
0.004971026,0
0.004373715,0
0.039944086,0
0.06737004,0
0.144991,0
0.012842816,0
0.004489841,0
0.006517653,0
0.98196983,0
0.008163177,0
0.008228011,0
0.0031049093,0
0.04735792,0
0.036630496,0
0.004165855,0
0.020616466,0
0.0035951568,0
0.0020614825,0
0.0027563819,0
0.009615605,0
0.24513441,0
0.009994692,0
0.0068141576,0
0.15160441,0
0.0064714407,0
0.025942143,0
0.007046641,0
0.009086798,0
0.02003051,0
0.0066356403,0
0.0066787126,0
0.0064616585,0
0.009213722,0
0.013567265,0
0.03221484,0
0.06203933,0
0.06355907,0
0.96130776,1
0.9728874,1
0.98296803,1
0.9512988,1
0.71720225,1
0.5955211,1
0.8843133,1
0.10321603,1
0.82127815,1
0.9730638,1
0.90099883,1
0.9290842,1
0.961815,1
0.9712062,1
0.99302703,1
0.87518036,1
0.8660317,1
0.2819419,1
0.9911227,1
0.92565,1
0.9700494,1
0.92881477,1
0.98031026,1
0.9457801,1
0.6097788,1
0.9399585,1
0.8735393,1
0.9856371,1
0.99217767,1
0.8048978,1
0.28472576,1
0.9340784,1
0.5223158,1
0.96313477,1
0.9476714,1
0.9852749,1
0.9915376,1
0.82398933,1
0.15181896,1
0.94378877,1
0.98112935,1
0.9244169,1
0.92663264,1
0.9830256,1
0.9606072,1
0.57960093,1
0.8642114,1
0.97784775,1
0.9730599,1
0.9757061,1
0.86800927,1
0.9152784,1
0.94298524,1
0.94682765,1
0.35159478,1
0.9518744,1
0.8976014,1
0.989925,1
0.9825879,1
0.9624653,1
0.9311967,1
0.96953,1
0.9913765,1
0.90197533,1
0.90708846,1
0.9394729,1
0.98244023,1
0.07615371,1
0.92099816,1
0.9882246,1
0.6630249,1
0.96997213,1
0.8962585,1
0.8251719,1
0.95493466,1
0.98988664,1
0.98362434,1
0.96340287,1
0.94425774,1
0.9448231,1
0.99169415,1
0.95198476,1
0.9417791,1
0.88124645,1
0.9759671,1
0.17016147,1
0.9861348,1
0.99030614,1
0.11282475,1
0.97296846,1
0.989588,1
0.60802394,1
0.9924852,1
0.82805,1
0.9833536,1
0.9916928,1
0.6630249,1
0.981011,1
0.9921033,1
0.8789646,1
0.9884099,1
0.93949753,1
0.6097788,1
0.9302682,1
0.97788423,1
0.9518744,1
0.9644467,1
0.9686859,1
0.98885465,1
0.25173473,1
0.09882525,1
0.30929065,1
0.92360723,1
0.9776685,1
0.9867061,1
0.69905907,1
0.9534995,1
0.9751474,1
0.2804932,1
0.79225844,1
0.9482112,1
0.9380411,1
0.9918801,1
0.69905907,1
0.98255885,1
0.97887474,1
0.97581804,1
0.42592135,1
0.9817085,1
0.96757925,1
0.00355922,1
0.009324391,1
0.87694657,1
0.9914219,1
0.99204034,1
0.9535616,1
0.98835224,1
0.01849582,1
0.9823538,1
0.98801523,1
0.9791149,1
0.9678114,1
0.98621804,1
0.95824623,1
0.99306786,1
0.87182283,1
0.90867215,1
0.85811406,1
0.5031634,1
0.98300767,1
0.25786626,1
0.18033965,1
0.93010443,1
0.12945867,1
0.7345253,1
0.9802545,1
0.9623813,1
0.12758042,1
0.9218427,1
0.57332313,1
0.9615774,1
0.92685014,1
0.058400955,1
0.29621783,1
0.81015897,1
0.36338192,1
0.9866588,1
0.990361,1
0.25786626,1
0.9186898,1
0.9518744,1
0.98977333,1
0.99202263,1
0.9899608,1
0.6685783,1
0.51641136,1
0.9649321,1
0.9854295,1
0.054268427,1
0.9883691,1
0.98542136,1
0.8461911,1
0.981142,1
0.92214364,1
0.8450246,1
0.99012125,1
0.42526072,1
0.9651608,1
0.9888283,1
0.9837308,1
0.8926399,1
0.969546,1
0.05451143,1
0.96633744,1
0.95180506,1
0.8550975,1
0.9859261,1
0.24879867,1
0.86468476,1
0.88657045,1
0.99145645,1
0.97968644,1
0.049325924,1
0.18527563,1
0.117957205,1
0.8663341,1
0.9894611,1
0.989003,1
0.8913501,1
0.80604076,1
0.97583985,1
0.8794473,1
0.98201156,1
0.99263376,1
0.013977027,1
0.9912742,1
0.96563107,1
0.96294624,1
0.98625153,1
0.53831226,1
0.993346,1
0.9882663,1
0.45167002,1
0.9908415,1
0.8888615,1
0.945458,1
0.98116493,1
0.98919135,1
0.97972244,1
0.9788169,1
0.9125263,1
0.98551404,1
0.9660601,1
0.92779905,1
0.05073451,1
0.98762333,1
0.95650816,1
0.9880911,1
0.9846032,1
0.9905624,1
0.98860127,1
0.9886807,1
0.9124332,1
0.9914008,1
0.9466209,1
0.11012702,1
0.6008018,1
0.5824664,1
0.9362369,1
0.9882764,1
0.92568505,1
0.98212206,1
0.97762394,1
0.510657,1
0.97515917,1
0.9518744,1
0.99279493,1
0.9467883,1
0.99135005,1
0.9402038,1
0.93088067,1
0.6097788,1
0.99205196,1
0.9926737,1
0.99238855,1
0.9582718,1
0.9583054,1
0.96832085,1
0.98432195,1
0.91972816,1
0.98790926,1
0.9756546,1
0.98069066,1
0.10947705,1
0.9214257,1
0.9867176,1
0.9880818,1
0.97145027,1
0.88657045,1
0.9916311,1
0.9921514,1
0.11392534,1
0.9828168,1
0.9082749,1
0.28083956,1
0.94279766,1
0.9111804,1
0.9664298,1
0.9245785,1
0.94946265,1
0.82962716,1
0.97597665,1
0.969368,1
0.9625562,1
0.98681474,1
0.98985136,1
0.20492274,1
0.8899891,1
0.34123132,1
0.90123695,1
0.87971574,1
0.9920184,1
0.93385565,1
0.98373866,1
0.47438833,1
0.8901331,1
0.9802854,1
0.97146714,1
0.1857486,1
0.9777002,1
0.9909677,1
0.9778375,1
0.9901716,1
0.8832189,1
0.7135681,1
0.9762438,1
0.98684806,1
0.40112367,1
0.9751629,1
0.98873574,1
0.6873987,1
0.5579792,1
0.6553597,1
0.94217277,1
0.9836886,1
0.6945927,1
0.24425897,1
0.83514065,1
0.97732157,1
0.96852297,1
0.97928315,1
0.9720205,1
0.79073435,1
0.9738972,1
0.85844195,1
0.8848414,1
0.9757533,1
0.37116584,1
0.98205376,1
0.9391846,1
0.96226937,1
0.98041016,1
0.7715883,1
0.9162812,1
0.91950166,1
0.8949603,1
0.97621495,1
0.23939084,1
0.9316717,1
0.866524,1
0.13011394,1
0.98745096,1
0.107937925,1
0.9911692,1
0.97987694,1
0.90924907,1
0.97765213,1
0.9498139,1
0.9913072,1
0.7923207,1
0.9866687,1
0.28327262,1
0.96770537,1
0.6097788,1
0.8283277,1
0.98266625,1
0.99135816,1
0.93947566,1
0.26816368,1
0.9501077,1
0.7473716,1
0.98840386,1
0.2071162,1
0.06812935,1
0.9611797,1
0.23983325,1
0.9765768,1
0.5351344,1
0.9609469,1
0.9668872,1
0.95510674,1
0.35932824,1
0.90883,1
0.98095614,1
0.96648026,1
0.84601516,1
0.6335213,1
0.97855663,1
0.7793624,1
0.96734667,1
0.9659801,1
0.95403475,1
0.4901396,1
0.9883647,1
0.9772259,1
0.9587503,1
0.98398215,1
0.94186485,1
0.98534447,1
0.94561666,1
0.97818255,1
0.9582684,1
0.9218618,1
0.9619181,1
0.87776214,1
0.8884031,1
0.97791606,1
0.98778385,1
0.8702681,1
0.76809627,1
0.64936274,1
0.97900236,1
0.9722827,1
0.91804475,1
0.95198476,1
0.96917397,1
0.9658907,1
0.9824417,1
0.4076197,1
0.9859505,1
0.97015834,1
0.992338,1
0.9785664,1
0.9892924,1
0.5868638,1
0.9496685,1
0.9914336,1
0.8654954,1
0.27548066,1
0.9888756,1
0.9685591,1
0.99031913,1
0.9482112,1
0.26453048,1
0.98150086,1
0.9733339,1
0.9932755,1
0.10711823,1
0.98833406,1
0.9130434,1
0.25786626,1
0.810226,1
0.984723,1
0.22511849,1
0.6710955,1
0.24174644,1
0.8924025,1
0.96005255,1
0.0826176,1
0.16775103,1
0.9750049,1
0.9813255,1
0.9851812,1
0.08451253,1
0.9883208,1
0.6097788,1
0.9857325,1
0.98746127,1
0.98663634,1
0.9164399,1
0.9852336,1
0.8851241,1
0.66923475,1
0.9900738,1
0.95386744,1
0.9309714,1
0.3825548,1
0.8975489,1
0.24267761,1
0.95138425,1
0.99142075,1
0.96503973,1
0.1504139,1
0.5487764,1
0.9759117,1
0.480276,1
0.891561,1
0.98199385,1
0.9852642,1
0.9863216,1
0.964303,1
0.75498915,1
0.99154824,1
0.9926664,1
0.06916292,1
0.23629908,1
0.98799473,1
0.5570099,1
0.9930928,1
0.95092577,1
0.98470575,1
0.9779925,1
0.42113665,1
0.97857714,1
0.07368943,1
0.9096065,1
0.977434,1
0.34203097,1
0.9636325,1
0.9782461,1
0.9525444,1
0.7558653,1
0.980346,1
0.9893839,1
0.8615106,1
0.9924177,1
0.22419688,1
0.12465431,1
0.76055324,1
0.96508473,1
0.38493153,1
0.99140596,1
0.7861337,1
0.9879352,1
0.9890771,1
0.9896333,1
0.9868307,1
0.9901736,1
0.9875802,1
0.97250664,1
0.45444712,1
0.9828561,1
0.9903184,1
0.9827072,1
0.98606026,1
0.98908466,1
0.8063829,1
0.944412,1
0.98387235,1
0.9077319,1
0.9914322,1
0.761615,1
0.97979,1
0.23772533,1
0.99270236,1
0.9758704,1
0.20693682,1
0.97927123,1
0.95198476,1
0.45750588,1
0.1357514,1
0.99069655,1
0.7516886,1
0.97080237,1
0.9824133,1
0.98568785,1
0.8907266,1
0.8654665,1
0.77620274,1
0.15882258,1
0.8962667,1
0.9806073,1
0.9725055,1
0.9910528,1
0.9315745,1
0.7276797,1
0.96322435,1
0.9863247,1
0.6097788,1
0.98572254,1
0.9912509,1
0.9829389,1
0.93767214,1
0.6097788,1
0.7661461,1
0.9930651,1
0.99074614,1
0.95919716,1
0.8866396,1
0.8671206,1
0.98254323,1
0.94118965,1
0.8515096,1
0.41909593,1
0.81599826,1
0.97747064,1
0.9066579,1
0.7991131,1
0.9922084,1
0.89201933,1
0.6097788,1
0.23893769,1
0.98856187,1
0.9621521,1
0.84486544,1
0.94186485,1
0.9904683,1
0.79207104,1
0.4965039,1
0.982688,1
0.97993845,1
0.9792406,1
0.97884995,1
0.97796565,1
0.95198476,1
0.15282454,1
0.10330582,1
0.25786626,1
0.8803894,1
0.98959666,1
0.98703176,1
0.9763941,1
0.977656,1
0.9616924,1
0.9830269,1
0.9665816,1
0.95198476,1
0.6513735,1
0.95493466,1
0.8502779,1
0.9556252,1
0.94528484,1
0.19173515,1
0.988388,1
0.8999171,1
0.9924339,1
0.112699665,1
0.07591149,1
0.08460497,1
0.9891378,1
0.9830699,1
0.9778139,1
0.9213313,1
0.79878235,1
0.9470644,1
0.9735617,1
0.9926966,1
0.9876237,1
0.98610514,1
0.9418352,1
0.97031295,1
0.9061941,1
0.29621783,1
0.13011394,1
0.9834389,1
0.98199147,1
0.9876078,1
0.9857152,1
0.917926,1
0.74679756,1
0.91947615,1
0.99137735,1
0.8654785,1
0.15417732,1
0.99179876,1
0.73679626,1
0.9822678,1
0.90908647,1
0.97213984,1
0.007866825,1
0.9522384,1
0.9909586,1
0.80932397,1
0.7711652,1
0.6504462,1
0.9918944,1
0.968411,1
0.69405705,1
0.93606865,1
0.9812072,1
0.9927971,1
0.91192347,1
0.52546936,1
0.9642024,1
0.97965175,1
0.8706767,1
0.82255626,1
0.67488503,1
0.920526,1
0.9733805,1
0.57161885,1
0.99256504,1
0.9740415,1
0.8198825,1
0.8426217,1
0.9652658,1
0.25786626,1
0.20980905,1
0.4611588,1
0.9787821,1
0.010163926,1
0.8371416,1
0.99183685,1
0.980976,1
0.94665444,1
0.9883348,1
0.94423264,1
0.9664627,1
0.7258494,1
0.9106208,1
0.9600251,1
0.9892781,1
0.94010913,1
0.95493466,1
0.8953736,1
0.7626462,1
0.9861196,1
0.9920494,1
0.9903114,1
0.95198476,1
0.95205337,1
0.98239464,1
0.9718723,1
0.97146386,1
0.853639,1
0.98544484,1
0.96960205,1
0.19173515,1
0.97142947,1
0.98178375,1
0.9732622,1
0.9044937,1
0.9890598,1
0.91926867,1
0.9764104,1
0.76571774,1
0.9751922,1
0.9560906,1
0.21091536,1
0.98906076,1
0.9802269,1
0.85011464,1
0.64493394,1
0.9057309,1
0.25161302,1
0.58724064,1
