score,class
0.0024111995,0
0.0071717342,0
0.005210473,0
0.011875085,0
0.0026896126,0
0.07848472,0
0.008837443,0
0.033808507,0
0.011442058,0
0.27837092,0
0.003867347,0
0.32364255,0
0.063235685,0
0.0073058507,0
0.10027307,0
0.019194638,0
0.10908015,0
0.0032395788,0
0.013049274,0
0.3300799,0
0.004208507,0
0.007358888,0
0.0071803816,0
0.09261901,0
0.0052212817,0
0.004776587,0
0.011938473,0
0.008189613,0
0.008583977,0
0.009058109,0
0.017048452,0
0.008966131,0
0.2880767,0
0.09131116,0
0.004471953,0
0.01661423,0
0.10680145,0
0.0028635939,0
0.009410794,0
0.0346121,0
0.07202243,0
0.013898858,0
0.0056806244,0
0.017228296,0
0.0019946813,0
0.008023911,0
0.007445534,0
0.014365479,0
0.14228718,0
0.013996234,0
0.060224455,0
0.0047270376,0
0.0051150406,0
0.028217355,0
0.0118988985,0
0.22075486,0
0.011321173,0
0.012701117,0
0.018722834,0
0.016739773,0
0.027137723,0
0.44203198,0
0.0040148357,0
0.024138385,0
0.010655936,0
0.01572431,0
0.018248841,0
0.14005785,0
0.005877006,0
0.0066351746,0
0.0049106865,0
0.016766492,0
0.011125184,0
0.00996187,0
0.031864025,0
0.005441056,0
0.005547634,0
0.019482281,0
0.003877421,0
0.010880563,0
0.005589891,0
0.0093390765,0
0.0087570045,0
0.011485317,0
0.046271853,0
0.0042061503,0
0.023131082,0
0.097481355,0
0.051079907,0
0.0073323976,0
0.03694734,0
0.0039436873,0
0.003155553,0
0.0068982723,0
0.032843832,0
0.004090229,0
0.0056678606,0
0.13418505,0
0.027699884,0
0.11987418,0
0.0651745,0
0.009207158,0
0.0036324435,0
0.0075004315,0
0.03674334,0
0.14466792,0
0.04695571,0
0.08307327,0
0.012522201,0
0.007831433,0
0.0067589753,0
0.03766173,0
0.004549177,0
0.014189543,0
0.22952573,0
0.05878801,0
0.6396859,0
0.020509213,0
0.00627846,0
0.035479587,0
0.004620148,0
0.6512852,0
0.07063959,0
0.13252766,0
0.033689562,0
0.2848652,0
0.008932359,0
0.01972153,0
0.07704745,0
0.028217392,0
0.01689813,0
0.012079703,0
0.00908937,0
0.0063118613,0
0.00781324,0
0.040397428,0
0.056941207,0
0.0040497687,0
0.066519715,0
0.032125644,0
0.018977229,0
0.023349997,0
0.0046769963,0
0.011887074,0
0.011465574,0
0.031667426,0
0.0352127,0
0.012236149,0
0.059315044,0
0.0064937035,0
0.0035449846,0
0.04860074,0
0.015632557,0
0.017593754,0
0.025794907,0
0.020435233,0
0.035360232,0
0.032228556,0
0.0025125525,0
0.0130480165,0
0.005369481,0
0.050012555,0
0.0031554752,0
0.006749806,0
0.0065351757,0
0.42183134,0
0.0042087603,0
0.006144334,0
0.0042910515,0
0.014483874,0
0.023272952,0
0.0069094514,0
0.07145401,0
0.020670494,0
0.023512684,0
0.0062716114,0
0.010833892,0
0.022410108,0
0.0049824007,0
0.06780339,0
0.026249005,0
0.016687931,0
0.0031787306,0
0.0064574974,0
0.021845985,0
0.00555028,0
0.003584657,0
0.0047834623,0
0.016299516,0
0.008166669,0
0.10937079,0
0.077078015,0
0.020289399,0
0.004084295,0
0.013989545,0
0.16011642,0
0.03391563,0
0.08016798,0
0.06443622,0
0.0068608476,0
0.06827762,0
0.040249355,0
0.49463478,0
0.12144488,0
0.0037857983,0
0.05543841,0
0.069941044,0
0.0224579,0
0.022711089,0
0.0067153145,0
0.006023821,0
0.14450073,0
0.056849487,0
0.10877346,0
0.026166245,0
0.10777313,0
0.014619924,0
0.014933866,0
0.024907628,0
0.0070151035,0
0.005061639,0
0.028273456,0
0.01700199,0
0.07630463,0
0.01859218,0
0.23350646,0
0.029170137,0
0.12803973,0
0.022576347,0
0.03954212,0
0.0071407114,0
0.004747354,0
0.009684558,0
0.005077174,0
0.04079012,0
0.050596733,0
0.03980803,0
0.007077079,0
0.25658724,0
0.017038787,0
0.0036390743,0
0.04062116,0
0.031363558,0
0.030628785,0
0.0055428343,0
0.061672535,0
0.010205276,0
0.010708142,0
0.9644292,0
0.002790712,0
0.0043548667,0
0.003939056,0
0.22163726,0
0.022988632,0
0.04623915,0
0.003448741,0
0.01253738,0
0.015451904,0
0.004547664,0
0.031092305,0
0.06854721,0
0.045426607,0
0.008536129,0
0.0050325603,0
0.027307667,0
0.04791522,0
0.0067143845,0
0.062230162,0
0.0047136424,0
0.042667914,0
0.0050138533,0
0.05409326,0
0.04273802,0
0.010297505,0
0.065677844,0
0.00699899,0
0.024138931,0
0.5708537,0
0.044702284,0
0.0062618307,0
0.0075812056,0
0.004401371,0
0.0067132227,0
0.0031435338,0
0.016304415,0
0.008570881,0
0.039483335,0
0.0075544156,0
0.040655553,0
0.0059564584,0
0.013316212,0
0.012560765,0
0.011467102,0
0.096246615,0
0.044444785,0
0.011244849,0
0.0044365856,0
0.007422313,0
0.015195998,0
0.028421571,0
0.004166568,0
0.013455892,0
0.004402719,0
0.036688853,0
0.045879032,0
0.5214481,0
0.024420049,0
0.06783249,0
0.010460607,0
0.014700909,0
0.0088163,0
0.0062375045,0
0.04332303,0
0.02777707,0
0.0065413206,0
0.577721,0
0.53272104,0
0.018437224,0
0.010388864,0
0.033011403,0
0.013482143,0
0.027264372,0
0.002967208,0
0.0071484004,0
0.0038144963,0
0.0050903233,0
0.030580038,0
0.015740395,0
0.009119782,0
0.09031292,0
0.004066894,0
0.0073415134,0
0.028201785,0
0.01031522,0
0.011453316,0
0.006915666,0
0.0531708,0
0.0048336377,0
0.04525477,0
0.009274285,0
0.008714835,0
0.0053937985,0
0.019017093,0
0.0055983225,0
0.028437639,0
0.04933136,0
0.006402691,0
0.04079357,0
0.019155627,0
0.009911004,0
0.0051643453,0
0.065802924,0
0.002361737,0
0.18277344,0
0.047374506,0
0.117785305,0
0.027383307,0
0.021624522,0
0.009510287,0
0.036861174,0
0.0022537026,0
0.0049793757,0
0.33334762,0
0.0059800106,0
0.61560154,0
0.10828476,0
0.027028985,0
0.022165272,0
0.0060556773,0
0.020083083,0
0.011297876,0
0.013225201,0
0.15662837,0
0.004352879,0
0.011143617,0
0.009639882,0
0.016203633,0
0.017547764,0
0.13026433,0
0.0027660944,0
0.05697472,0
0.017101321,0
0.5075699,0
0.038358692,0
0.024764445,0
0.25761428,0
0.029728679,0
0.019397233,0
0.012495752,0
0.05921292,0
0.0054080146,0
0.006581652,0
0.0064530866,0
0.09642854,0
0.03356066,0
0.011319692,0
0.010905802,0
0.09109419,0
0.004602671,0
0.0036054433,0
0.98764867,1
0.99047625,1
0.013494665,1
0.9853667,1
0.58716244,1
0.98736715,1
0.1101595,1
0.49600416,1
0.96151555,1
0.0119512305,1
0.023770822,1
0.9546321,1
0.60596025,1
0.93778574,1
0.96922004,1
0.0031125867,1
0.7353701,1
0.47733203,1
0.17031673,1
0.974394,1
0.96753025,1
0.901333,1
0.97028685,1
0.023852821,1
0.9673497,1
0.95437926,1
0.14712113,1
0.99060214,1
0.8535108,1
0.9384448,1
0.8834664,1
0.07248907,1
0.9575161,1
0.96409446,1
0.94534194,1
0.97336483,1
0.8004362,1
0.005258275,1
